ticket,price
FUFU,$4.73
FUFUW,$0.4499
FULC,$3.14
FULT,$18.40
FULTP,$20.205
FUNC,$31.87
FUND,$7.48
FUSB,$13.50
FUTU,$113.00
FVCB,$10.82
FVN,$10.15
FVNNR,$0.1301
FVNNU,$10.24
FWONA,$82.28
FWONK,$89.26
FWRD,$20.70
FWRG,$19.00
FXNC,$22.95
FYBR,$36.05
GABC,$38.90
GAIA,$4.10
GAIN,$13.50
GAINI,$25.47
GAINL,$25.7999
GAINN,$24.80
GAINZ,$23.05
GALT,$1.62
GAMB,$12.53
GAME,$0.6322
GAN,$1.78
GANX,$1.88
GASS,$5.57
GATE,$10.9001
GATEW,$0.0804
GAUZ,$8.64
GBBK,$11.36
GBBKR,$0.1099
GBBKW,$0.037
GBDC,$15.03
GBIO,$0.5325
GCBC,$26.07
GCL,$2.13
GCLWW,$0.0899
GCMG,$12.90
GCMGW,$1.58
GCT,$15.695
GCTK,$0.369
GDC,$1.89
GDEN,$28.68
GDEV,$17.81
GDHG,$1.09
GDRX,$4.61
GDS,$36.36
GDST,$11.48
GDSTR,$0.174
GDTC,$2.71
GDYN,$18.42
GECC,$10.78
GECCH,$25.26
GECCI,$25.3999
GECCO,$25.3146
GECCZ,$25.5334
GEG,$1.87
GEGGL,$23.9889
GEHC,$86.58
GELS,$1.2799
GEN,$28.21
GENK,$6.25
GEOS,$7.47
GERN,$1.73
GEVO,$1.30
GFAI,$1.12
GFAIW,$0.2598
GFS,$40.00
GGAL,$57.63
GGR,$0.4151
GH,$39.32
GHRS,$10.50
GIFI,$6.25
GIFT,$2.05
GIG,$10.11
GIGGU,$10.20
GIGGW,$0.076
GIGM,$1.58
GIII,$26.43
GILD,$117.41
GILT,$7.04
GIPR,$1.61
GIPRW,$0.40
GITS,$2.28
GLAC,$10.80
GLACR,$0.21
GLAD,$27.77
GLADZ,$25.60
GLBE,$38.81
GLBS,$1.29
GLBZ,$5.075
GLDD,$7.92
GLE,$1.85
GLMD,$1.8879
GLNG,$32.69
GLPG,$26.58
GLPI,$50.61
GLRE,$13.95
GLSI,$12.10
GLST,$6.56
GLSTR,$0.2152
GLSTU,$6.50
GLSTW,$0.04
GLTO,$4.06
GLUE,$6.39
GLXG,$0.83
GLYC,$0.2725
GMAB,$24.14
GMGI,$2.10
GMHS,$1.78
GMM,$3.52
GNFT,$3.65
GNLN,$0.543
GNLX,$4.20
GNPX,$0.34
GNSS,$2.41
GNTA,$3.80
GNTX,$25.39
GO,$13.10
GOCO,$15.05
GOGL,$8.77
GOGO,$6.88
GOOD,$15.78
GOODN,$22.86
GOODO,$21.0054
GOOG,$175.75
GOOGL,$173.86
GORV,$0.499
GOSS,$1.21
GOVX,$1.71
GOVXW,$0.10
GP,$0.5181
GPAT,$10.26
GPATW,$0.1801
GPCR,$22.62
GPRE,$5.74
GPRO,$0.7363
GRAB,$4.59
GRABW,$0.51
GRAL,$32.88
GRCE,$2.54
GREE,$0.8617
GREEL,$8.5816
GRFS,$8.43
GRI,$6.5589
GRNQ,$0.9498
GROW,$2.31
GRPN,$10.54
GRRR,$28.41
GRRRW,$1.40
GRVY,$56.50
GRWG,$1.14
GRYP,$0.234
GSAT,$23.09
GSBC,$57.11
GSHD,$117.24
GSIT,$2.56
GSIW,$0.5109
GSM,$3.96
GSRT,$9.99
GSRTR,$1.35
GSRTU,$10.19
GSUN,$3.56
GT,$9.79
GTBP,$2.44
GTEC,$1.47
GTI,$0.12
GTIM,$2.45
GTLB,$56.38
GTX,$9.46
GURE,$0.73
GUTS,$1.41
GV,$6.05
GVH,$0.68
GWAV,$0.2653
GWRS,$11.53
GXAI,$1.26
GYRE,$10.32
GYRO,$8.775
HAFC,$22.44
HAIN,$4.55
HALO,$60.98
HAO,$1.63
HAS,$64.35
HBAN,$15.14
HBANL,$25.48
HBANM,$22.6099
HBANP,$17.85
HBCP,$45.35
HBIO,$0.8187
HBNC,$15.97
HBT,$23.48
HCAI,$5.73
HCAT,$4.29
HCKT,$29.18
HCM,$16.53
HCSG,$10.69
HCTI,$0.357
HCVIW,$0.14
HCWB,$0.3651
HDL,$25.45
HDSN,$5.80
HEES,$94.15
HELE,$56.73
HEPA,$0.0854
HEPS,$3.17
HFBL,$12.90
HFFG,$1.97
HFWA,$23.91
HGBL,$2.10
HHS,$5.07
HIFS,$240.82
HIHO,$1.845
HIMX,$9.75
HIT,$7.15
HITI,$2.40
HIVE,$2.00
HKIT,$1.21
HKPD,$1.27
HLIT,$10.31
HLMN,$9.55
HLNE,$145.94
HLP,$1.39
HLVX,$1.84
HLXB,$10.84
HMR,$1.51
HMST,$9.00
HNNA,$10.75
HNNAZ,$24.519
HNRG,$8.78
HNST,$4.97
HNVR,$21.48
HOFT,$12.40
HOFV,$0.8513
HOFVW,$0.0029
HOLO,$1.05
HOLOW,$0.125
HOLX,$64.54
HON,$214.52
HOND,$10.16
HONDU,$10.25
HONDW,$0.20
HONE,$10.88
HOOD,$44.42
HOOK,$1.27
HOPE,$10.57
HOTH,$1.09
HOUR,$1.72
HOVNP,$17.36
HOVR,$0.524
HOVRW,$0.0307
HOWL,$1.23
HPAI,$6.63
HPAIW,$0.2999
HPH,$0.1503
HPK,$11.95
HPKEW,$1.80
HQI,$13.965
HQY,$100.58
HRMY,$33.67
HROW,$24.38
HROWL,$25.25
HROWM,$26.602
HRTX,$2.39
HRZN,$9.275
HSAI,$17.43
HSCS,$2.8829
HSCSW,$0.0403
HSDT,$0.45
HSIC,$74.59
HSII,$46.83
HSON,$10.20
HSPO,$11.726
HSPOW,$0.0199
HSPT,$10.08
HSPTR,$0.1301
HSPTU,$10.16
HST,$16.33
HSTM,$32.83
HTBK,$10.02
HTCO,$2.31
HTCR,$1.12
HTHT,$37.51
HTLD,$10.04
HTLM,$3.89
HTOO,$0.3798
HTOOW,$0.0176
HTZ,$4.17
HTZWW,$2.30
HUBC,$0.5601
HUBCW,$0.0218
HUBCZ,$0.0298
HUBG,$39.36
HUDI,$1.55
HUHU,$4.32
HUIZ,$3.52
HUMA,$3.09
HUMAW,$1.01
HURA,$2.09
HURC,$17.26
HURN,$149.28
HUT,$13.51
HVII,$9.82
HVIIR,$0.24
HVIIU,$10.05
HWBK,$28.09
HWC,$53.00
HWCPZ,$23.8485
HWH,$1.90
HWKN,$103.93
HYFM,$3.38
HYMC,$2.62
HYMCL,$0.0199
HYMCW,$0.0044
HYPR,$0.98
IAC,$44.09
IART,$23.00
IAS,$10.26
IBAC,$10.30
IBACR,$0.0666
IBCP,$31.63
IBEX,$25.25
IBG,$0.5016
IBIO,$5.60
IBKR,$192.17
IBOC,$61.89
IBRX,$3.00
ICAD,$2.24
ICCC,$5.1083
ICCH,$23.4897
ICCM,$1.35
ICCT,$0.6702
ICFI,$84.65
ICG,$4.05
ICHR,$29.25
ICLK,$7.81
ICLR,$186.56
ICMB,$3.27
ICON,$0.1688
ICU,$1.81
ICUCW,$0.0322
ICUI,$141.97
IDAI,$2.26
IDCC,$215.28
IDN,$2.43
IDXX,$430.12
IDYA,$18.46
IEP,$10.00
IESC,$168.25
IFBD,$1.58
IFRX,$1.21
IGIC,$24.78
IGMS,$1.32
IHRT,$1.83
III,$3.30
IIIV,$25.06
IINN,$0.8491
IINNW,$0.181
IKNA,$1.44
IKT,$1.96
ILAG,$0.508
ILLR,$1.01
ILLRW,$0.1099
ILMN,$86.62
ILPT,$3.80
IMAB,$0.8569
IMCC,$1.92
IMCR,$29.80
IMG,$0.59
IMKTA,$62.86
IMMP,$1.76
IMMR,$7.84
IMMX,$1.52
IMNM,$9.34
IMNN,$0.905
IMOS,$18.70
IMPP,$2.39
IMPPP,$24.70
IMRN,$1.7612
IMRX,$1.52
IMTE,$1.18
IMTX,$4.66
IMTXW,$0.0328
IMUX,$1.15
IMVT,$20.02
IMXI,$14.24
INAB,$0.2469
INBK,$28.26
INBKZ,$24.80
INBS,$2.42
INBX,$13.58
INCR,$1.61
INCY,$70.79
INDB,$63.08
INDI,$2.93
INDP,$0.825
INDV,$9.70
INGN,$7.76
INHD,$4.50
INKT,$8.20
INLF,$1.85
INM,$2.73
INMB,$8.02
INMD,$19.02
INNV,$3.49
INO,$1.95
INOD,$47.25
INSE,$9.11
INSG,$9.40
INSM,$74.89
INTA,$61.11
INTC,$20.64
INTG,$12.30
INTJ,$0.8098
INTR,$5.52
INTS,$2.21
INTU,$609.61
INTZ,$1.06
INV,$7.79
INVA,$17.64
INVE,$3.42
INVZ,$0.7353
INVZW,$0.0657
INZY,$1.15
IOBT,$0.90
IONR,$3.8481
IONS,$33.81
IOSP,$100.62
IOVA,$3.75
IPA,$0.3918
IPAR,$134.86
IPDN,$0.235
IPGP,$63.04
IPHA,$2.13
IPM,$1.98
IPSC,$0.6554
IPW,$0.5302
IPWR,$5.04
IPX,$20.55
IPXX,$12.99
IPXXU,$13.75
IPXXW,$1.16
IQ,$2.35
IRBT,$7.08
IRD,$0.9984
IRDM,$30.65
IREN,$7.70
IRIX,$1.26
IRMD,$52.21
IROH,$10.48
IROHR,$0.2522
IROHW,$0.0327
IRON,$55.67
IROQ,$24.00
IRTC,$101.75
IRWD,$1.50
ISPC,$1.41
ISPO,$4.16
ISPOW,$0.0136
ISPR,$4.30
ISRG,$518.26
ISRL,$11.50
ISRLW,$0.1287
ISSC,$6.65
ISTR,$17.53
ITCI,$131.24
ITIC,$231.82
ITOS,$7.05
ITRI,$105.82
ITRM,$1.38
ITRN,$38.05
IVA,$3.11
IVAC,$4.015
IVCA,$11.98
IVDA,$2.30
IVDAW,$0.161
IVP,$1.97
IVVD,$1.01
IXHL,$0.8701
IZEA,$2.28
IZM,$1.595
JACK,$38.23
JAGX,$0.5769
JAKK,$25.69
JAMF,$13.43
JANX,$30.64
JAZZ,$138.81
JBDI,$0.5317
JBHT,$163.45
JBLU,$6.11
JBSS,$74.58
JCSE,$1.20
JCTC,$4.4101
JD,$42.29
JDZG,$0.6299
JFB,$3.60
JFBR,$1.47
JFBRW,$0.0206
JFIN,$9.86
JFU,$1.49
JG,$9.60
JJSF,$138.38
JKHY,$191.28
JL,$4.04
JMSB,$17.46
JNVR,$4.105
JOUT,$27.20
JRSH,$3.698
JRVR,$4.07
JSM,$19.4683
JSPR,$5.37
JSPRW,$0.1449
JTAI,$5.10
JUNE,$5.00
JUNS,$0.67
JVA,$9.57
JVSA,$10.65
JWEL,$2.48
JXG,$2.33
JYD,$3.63
JYNT,$10.98
JZ,$0.985
JZXN,$4.80
KALA,$7.05
KALU,$68.75
KALV,$11.92
KARO,$42.85
KAVL,$0.7622
KBSX,$5.3684
KC,$17.54
KDLY,$1.65
KDLYW,$0.3829
KDP,$33.34
KE,$16.57
KELYA,$13.40
KELYB,$13.40
KEQU,$50.75
KFFB,$2.9972
KFIIU,$10.0189
KGEI,$7.89
KHC,$32.18
KIDS,$25.35
KINS,$14.92
KIRK,$1.19
KITT,$1.06
KITTW,$0.0821
KLAC,$711.29
KLIC,$38.05
KLTO,$0.2893
KLTOW,$0.0286
KLTR,$1.96
KLXE,$4.74
KMDA,$7.41
KMTS,$20.99
KNDI,$1.56
KNSA,$21.51
KOD,$3.62
KOPN,$1.48
KOSS,$5.30
KPLT,$11.10
KPLTW,$0.01
KPRX,$3.25
KPTI,$6.89
KRKR,$4.68
KRMD,$3.16
KRNT,$21.48
KRNY,$6.60
KRON,$0.96
KROS,$11.38
KRRO,$22.33
KRT,$29.85
KRUS,$58.32
KRYS,$179.935
KSCP,$5.10
KSPI,$101.53
KTCC,$2.91
KTOS,$27.29
KTTA,$1.19
KURA,$7.53
KVAC,$11.15
KVACU,$11.20
KVACW,$0.0432
KVHI,$5.41
KWE,$0.45
KWESW,$0.0398
KXIN,$1.04
KYMR,$32.89
KYTX,$2.60
KZIA,$1.18
KZR,$6.10
LAB,$1.16
LAES,$2.93
LAKE,$20.19
LAMR,$125.28
LANC,$192.49
LAND,$11.56
LANDM,$24.7999
LANDO,$20.65
LANDP,$20.46
LARK,$23.23
LASE,$3.68
LASR,$9.27
LAUR,$19.42
LAZR,$4.99
LBGJ,$1.68
LBRDA,$86.57
LBRDK,$87.13
LBRDP,$24.8924
LBTYA,$11.66
LBTYB,$10.93
LBTYK,$12.21
LCFY,$6.02
LCFYW,$8.02
LCID,$2.15
LCNB,$15.05
LCUT,$5.18
LDTC,$0.521
LDTCW,$0.064
LDWY,$3.81
LE,$11.78
LECO,$201.67
LEDS,$1.74
LEE,$8.855
LEGH,$25.03
LEGN,$35.26
LENZ,$23.68
LESL,$1.03
LEXX,$1.45
LEXXW,$0.23
LFCR,$6.18
LFMD,$4.67
LFMDP,$22.85
LFST,$7.59
LFUS,$219.93
LFVN,$15.40
LFWD,$1.63
LGCB,$0.2268
LGCL,$0.5716
LGHL,$0.1208
LGHLW,$0.0064
LGIH,$75.09
LGMK,$0.205
LGND,$114.83
LGO,$1.755
LGTY,$14.19
LGVN,$1.51
LI,$29.02
LICN,$5.65
LIDR,$0.6064
LIDRW,$0.061
LIEN,$11.74
LIF,$43.94
LILA,$6.89
LILAK,$6.85
LIN,$468.77
LINC,$15.80
LIND,$10.62
LINE,$61.26
LINK,$5.80
LION,$8.09
LIPO,$2.29
LIQT,$1.45
LITE,$62.11
LITM,$0.4182
LIVE,$7.10
LIVN,$39.17
LIXT,$1.20
LIXTW,$0.0379
LKCO,$1.43
LKFN,$62.35
LKQ,$43.38
LLYVA,$65.66
LLYVK,$66.91
LMAT,$81.37
LMB,$72.69
LMFA,$1.37
LMNR,$21.89
LNKB,$6.94
LNKS,$0.6167
LNSR,$14.86
LNT,$62.49
LNTH,$106.34
LNW,$105.10
LNZA,$0.7056
LNZAW,$0.1599
LOAN,$5.55
LOBO,$1.23
LOCO,$10.62
LOGC,$7.25
LOGI,$97.67
LOKVU,$10.04
LOOP,$1.20
LOPE,$170.53
LOT,$1.625
LOTWW,$0.0852
LOVE,$17.10
LPAA,$10.1665
LPAAW,$0.1452
LPBB,$10.06
LPBBU,$10.15
LPBBW,$0.21
LPCN,$3.44
LPLA,$333.90
LPRO,$4.77
LPSN,$0.9349
LPTH,$2.19
LPTX,$0.4392
LQDA,$14.82
LQDT,$30.86
LRCX,$79.01
LRE,$1.14
LRFC,$24.80
LRHC,$0.2016
LRMR,$3.03
LSAK,$4.70
LSB,$2.1726
LSBK,$15.8572
LSCC,$63.78
LSE,$5.20
LSEA,$7.22
LSEAW,$0.10
LSH,$1.21
LSTA,$2.36
LSTR,$161.92
LTBR,$9.30
LTRN,$3.66
LTRX,$2.81
LTRY,$1.23
LTRYW,$0.0283
LUCD,$1.39
LUCY,$4.20
LUCYW,$0.0419
LULU,$344.36
LUNG,$7.48
LUNR,$8.77
LVLU,$0.5359
LVO,$0.7301
LVRO,$4.575
LVROW,$0.09
LVTX,$1.44
LWAY,$21.20
LWLG,$1.17
LX,$9.06
LXEH,$9.00
LXEO,$2.70
LXRX,$0.3918
LYEL,$0.7432
LYFT,$12.41
LYRA,$0.1923
LYT,$0.156
LYTS,$17.53
LZ,$9.77
LZMH,$12.04
MACI,$10.25
MACIW,$0.1201
MAMA,$5.92
MAMO,$2.81
MANH,$170.73
MAPS,$1.35
MAPSW,$0.0449
MAR,$262.75
MARA,$16.02
MARPS,$3.8181
MASI,$174.52
MASK,$2.70
MASS,$2.76
MAT,$21.00
MATH,$2.06
MATW,$24.60
MAXN,$3.46
MAYA,$9.87
MAYAR,$0.25
MAYAU,$10.124
MAYS,$39.07
MAZE,$12.00
MBAV,$10.18
MBAVU,$10.30
MBAVW,$0.265
MBCN,$26.11
MBIN,$38.68
MBINL,$25.34
MBINM,$25.91
MBINN,$21.9799
MBIO,$1.48
MBLY,$15.59
MBNKP,$25.27
MBOT,$1.45
MBRX,$1.12
MBUU,$32.74
MBWM,$45.57
MBX,$9.89
MCBS,$28.39
MCFT,$18.08
MCHP,$59.77
MCHX,$2.10
MCRB,$0.7655
MCRI,$86.76
MCTR,$4.80
MCVT,$1.884
MCW,$7.96
MDAI,$1.44
MDAIW,$0.3893
MDB,$187.65
MDBH,$6.4999
MDCX,$3.05
MDCXW,$0.81
MDGL,$331.41
MDIA,$1.19
MDLZ,$67.74
MDRR,$12.2969
MDWD,$16.93
MDXG,$7.89
MDXH,$1.49
ME,$1.49
MEDP,$332.81
MEGL,$1.4001
MEIP,$2.40
MELI,$2009.34
MEOH,$42.25
MERC,$7.01
MESA,$1.035
MESO,$13.47
META,$625.66
METC,$8.47
METCB,$8.69
METCL,$25.6459
METCZ,$24.63
MFH,$5.18
MFI,$0.7991
MFIC,$13.36
MFICL,$25.31
MFIN,$8.75
MGEE,$89.96
MGIC,$11.90
MGIH,$1.54
MGNI,$13.095
MGNX,$2.27
MGPI,$34.01
MGRC,$111.95
MGRM,$2.40
MGRX,$5.28
MGTX,$6.38
MGX,$2.07
MGYR,$14.55
MHLD,$0.7971
MHUA,$0.3197
MIDD,$160.87
MIGI,$0.461
MIMI,$5.42
MIND,$6.63
MIRA,$1.01
MIRM,$43.46
MIST,$1.84
MITK,$9.10
MKDW,$0.53
MKDWW,$0.0116
MKSI,$84.89
MKTW,$0.7278
MKTX,$208.94
MKZR,$2.13
MLAB,$137.54
MLAC,$10.015
MLACU,$10.1814
MLCO,$5.64
MLEC,$0.86
MLECW,$0.044
MLGO,$4.065
MLKN,$20.94
MLTX,$38.035
MLYS,$10.52
MMLP,$3.65
MMSI,$99.95
MMYT,$87.11
MNDO,$2.01
MNDR,$0.3601
MNDY,$252.26
MNKD,$4.98
MNMD,$6.83
MNOV,$1.5899
MNPR,$28.44
MNRO,$16.73
MNSB,$16.34
MNSBP,$24.75
MNST,$55.07
MNTK,$3.11
MNTS,$2.00
MNTSW,$0.0228
MNY,$0.869
MNYWW,$0.041
MOB,$2.25
MOBX,$1.04
MOBXW,$0.1177
MODD,$0.8776
MODV,$2.75
MOFG,$29.00
MOGO,$1.005
MOLN,$5.01
MOMO,$7.65
MORN,$290.65
MOVE,$3.5579
MPAA,$10.22
MPB,$26.93
MPWR,$596.79
MQ,$4.06
MRAM,$5.36
MRBK,$14.55
MRCC,$8.16
MRCY,$43.84
MREO,$2.49
MRIN,$1.56
MRKR,$1.50
MRM,$0.67
MRNA,$35.61
MRNO,$10.80
MRNOW,$0.26
MRSN,$0.5443
MRTN,$14.36
MRUS,$46.07
MRVI,$2.96
MRVL,$70.84
MRX,$36.38
MSAI,$1.17
MSAIW,$0.0413
MSBI,$18.82
MSBIP,$23.6667
MSEX,$64.24
MSFT,$393.31
MSGM,$1.28
MSPR,$1.99
MSPRW,$0.0036
MSS,$1.37
MSSA,$12.00
MSSAU,$11.89
MSSAW,$0.0288
MSTR,$287.18
MSW,$5.45
MTC,$1.24
MTCH,$32.62
MTEK,$2.256
MTEKW,$0.2782
MTEN,$4.85
MTEX,$11.62
MTLS,$5.01
MTRX,$11.78
MTSI,$102.75
MTSR,$25.47
MTVA,$1.55
MU,$92.96
MULN,$1.53
MURA,$3.62
MVBF,$17.72
MVIS,$1.16
MVST,$1.56
MVSTW,$0.2051
MXCT,$3.51
MXL,$12.63
MYFW,$19.08
MYGN,$10.18
MYNZ,$5.61
MYPS,$1.56
MYPSW,$0.0218
MYRG,$112.67
MYSZ,$1.35
NA,$5.80
NAAS,$1.19
NAII,$3.835
NAMI,$3.40
NAMS,$23.80
NAMSW,$12.40
NAOV,$0.3579
NATH,$97.96
NATR,$14.57
NAUT,$1.20
NAVI,$14.19
NAYA,$0.31
NB,$2.16
NBBK,$18.23
NBIS,$27.99
NBIX,$113.04
NBN,$91.37
NBTB,$44.34
NBTX,$3.35
NCEW,$1.13
NCI,$0.4201
NCIQ,$22.3441
NCMI,$5.22
NCNA,$0.89
NCNO,$30.53
NCPL,$1.94
NCRA,$0.9549
NCSM,$25.49
NCTY,$11.94
NDAQ,$74.66
NDLS,$1.415
NDRA,$3.5101
NDSN,$215.31
NECB,$22.56
NEGG,$0.3972
NEHC,$1.87
NEHCW,$0.3098
NEO,$10.10
NEOG,$10.40
NEON,$8.39
NEOV,$2.92
NEOVW,$1.25
NEPH,$1.65
NERV,$1.64
NESR,$7.92
NESRW,$0.33
NETD,$10.96
NETDW,$0.40
NEUP,$5.50
NEWT,$12.29
NEWTG,$24.9001
NEWTH,$24.98
NEWTI,$25.15
NEWTZ,$24.75
NEXN,$8.78
NEXT,$7.03
NFBK,$11.42
NFE,$9.87
NFLX,$891.11
NGNE,$17.28
NHICU,$10.03
NHPAP,$14.125
NHPBP,$13.725
NHTC,$5.22
NICE,$149.80
NIOBW,$0.1725
NIPG,$1.92
NISN,$7.02
NITO,$0.30
NIU,$2.41
NIVF,$1.24
NIVFW,$0.0151
NIXX,$1.90
NIXXW,$0.0315
NKSH,$27.50
NKTR,$0.878
NKTX,$1.84
NLSP,$1.70
NLSPW,$0.0065
NMFC,$11.38
NMFCZ,$25.37
NMIH,$35.43
NMRA,$1.49
NMRK,$13.28
NMTC,$0.9855
NN,$10.76
NNAVW,$3.88
NNBR,$2.72
NNDM,$2.20
NNE,$26.98
NNNN,$6.93
NNOX,$6.04
NODK,$14.85
NOEM,$9.87
NOEMR,$0.1844
NOEMU,$10.12
NOTV,$2.62
NOVT,$142.99
NPCE,$11.00
NRC,$15.11
NRDS,$9.40
NRIM,$76.09
NRIX,$13.86
NRSN,$1.13
NRSNW,$0.214
NRXP,$2.17
NRXPW,$0.089
NSIT,$156.31
NSPR,$2.84
NSSC,$25.74
NSTS,$12.35
NSYS,$9.81
NTAP,$93.77
NTCL,$10.27
NTCT,$21.43
NTES,$102.78
NTGR,$23.30
NTIC,$11.56
NTLA,$10.35
NTNX,$70.41
NTRA,$140.66
NTRB,$6.51
NTRBW,$2.50
NTRP,$4.05
NTRS,$104.32
NTRSO,$20.15
NTWK,$2.46
NTWO,$10.0211
NTWOU,$10.15
NTWOW,$0.18
NUKK,$15.24
NUKKW,$0.11
NURO,$4.38
NUTX,$44.66
NUVL,$71.07
NUWE,$1.295
NVA,$11.75
NVAWW,$4.40
NVAX,$8.34
NVCR,$20.18
NVCT,$6.93
NVDA,$112.69
NVEC,$67.41
NVEE,$18.23
NVFY,$0.54
NVMI,$226.02
NVNI,$0.266
NVNIW,$0.05
NVNO,$3.07
NVTS,$2.54
NVVE,$1.67
NVVEW,$0.0384
NVX,$1.09
NWBI,$12.16
NWE,$56.14
NWFL,$25.40
NWGL,$1.54
NWL,$6.75
NWPX,$40.84
NWS,$31.82
NWSA,$27.96
NWTN,$0.549
NWTNW,$0.029
NXGL,$2.95
NXGLW,$0.498
NXL,$2.38
NXLIW,$0.19
NXPI,$222.56
NXPL,$0.99
NXPLW,$0.208
NXST,$177.85
NXT,$41.56
NXTC,$0.75
NXTT,$0.491
NXU,$0.245
NXXT,$2.87
NYAX,$35.835
NYMT,$7.01
NYMTG,$25.09
NYMTI,$25.23
NYMTL,$21.92
NYMTM,$24.8401
NYMTN,$22.74
NYMTZ,$19.22
NYXH,$10.013
OABI,$3.40
OABIW,$0.5605
OACC,$10.10
OACCU,$10.22
OACCW,$0.77
OAKU,$11.50
OAKUR,$0.1911
OAKUW,$0.0252
OB,$4.33
OBIO,$4.23
OBLG,$3.53
OBT,$23.89
OCC,$3.94
OCCI,$7.09
OCCIM,$24.90
OCCIN,$23.85
OCCIO,$24.5996
OCEA,$0.09
OCEAW,$0.0254
OCFC,$17.20
OCFCP,$25.1768
OCG,$1.36
OCGN,$0.6102
OCS,$18.84
OCSL,$16.11
OCTO,$1.08
OCUL,$7.54
OCX,$3.90
ODD,$44.65
ODFL,$179.55
ODP,$16.61
ODYS,$6.70
OESX,$0.8032
OFIX,$17.16
OFLX,$38.68
OFS,$8.93
OFSSH,$22.76
OGI,$1.06
OKTA,$112.44
OKUR,$5.02
OKYO,$1.43
OLB,$1.32
OLED,$159.74
OLLI,$103.03
OLMA,$4.61
OLPX,$1.53
OM,$0.599
OMAB,$75.21
OMCC,$6.40
OMCL,$36.99
OMER,$7.66
OMEX,$0.4041
OMH,$0.2554
ON,$45.40
ONB,$21.59
ONBPO,$24.76
ONBPP,$25.0999
ONC,$247.07
ONCO,$0.23
ONCY,$0.6888
ONDS,$0.8085
ONEG,$2.365
ONEW,$17.03
ONFO,$1.21
ONFOW,$0.26
ONMD,$0.7505
ONMDW,$0.0317
ONVO,$0.4506
OP,$0.97
OPAL,$2.35
OPBK,$12.23
OPCH,$34.01
OPEN,$1.20
OPI,$0.9185
OPINL,$9.6341
OPK,$1.90
OPOF,$30.59
OPRA,$17.71
OPRT,$6.64
OPRX,$4.58
OPT,$3.507
OPTN,$5.28
OPTX,$1.28
OPTXW,$0.0809
OPXS,$5.74
ORGN,$0.8184
ORGNW,$0.0848
ORGO,$5.155
ORIC,$8.00
ORIS,$1.31
ORKA,$10.46
ORKT,$0.94
ORLY,$1319.01
ORMP,$2.57
ORRF,$31.87
OS,$23.33
OSBC,$17.04
OSIS,$182.70
OSPN,$16.72
OSRH,$2.29
OSRHW,$0.05
OSS,$2.96
OST,$2.40
OSUR,$3.49
OSW,$18.09
OTEX,$26.33
OTLK,$1.49
OTLY,$9.45
OTRK,$1.49
OTTR,$81.19
OUST,$8.08
OUSTW,$0.029
OUSTZ,$0.0764
OVBC,$31.70
OVID,$0.5195
OVLY,$25.35
OXBR,$3.25
OXBRW,$0.61
OXLC,$5.03
OXLCG,$24.73
OXLCI,$25.78
OXLCL,$23.80
OXLCN,$24.20
OXLCO,$23.0001
OXLCP,$24.20
OXLCZ,$24.06
OXSQ,$2.81
OXSQG,$23.40
OXSQZ,$24.73
OZK,$45.56
OZKAP,$17.00
PAA,$19.35
PACB,$1.33
PAGP,$20.70
PAHC,$23.64
PAL,$10.34
PALI,$0.8479
PAMT,$13.67
PANL,$5.00
PANW,$180.93
PARA,$12.14
PARAA,$22.72
PASG,$0.46
PATK,$88.33
PAVM,$0.6846
PAVMZ,$0.0073
PAVS,$1.42
PAX,$11.32
PAYO,$7.48
PAYS,$2.48
PAYX,$153.48
PBBK,$16.50
PBFS,$12.01
PBHC,$16.95
PBM,$0.92
PBMWW,$0.024
PBPB,$9.66
PBYI,$3.51
PC,$0.9081
PCAR,$110.06
PCB,$18.93
PCH,$46.28
PCLA,$1.31
PCRX,$23.37
PCSA,$0.4825
PCSC,$10.30
PCT,$8.65
PCTTU,$11.15
PCTTW,$2.50
PCTY,$195.11
PCVX,$71.18
PCYO,$10.97
PDCO,$31.13
PDD,$119.92
PDEX,$40.08
PDFS,$21.94
PDLB,$12.86
PDSB,$1.23
PDYN,$6.65
PDYNW,$0.32
PEBK,$26.80
PEBO,$30.51
PECO,$35.95
PEGA,$75.98
PENG,$18.27
PENN,$18.28
PEP,$154.44
PEPG,$2.305
PERI,$8.19
PESI,$7.62
PET,$0.2702
PETS,$4.19
PETWW,$0.025
PETZ,$1.2025
PEV,$0.3275
PFBC,$83.90
PFG,$85.61
PFIS,$46.87
PFX,$54.005
PFXNZ,$23.3429
PGC,$30.39
PGEN,$1.86
PGHL,$0.685
PGNY,$20.80
PGY,$10.57
PGYWW,$0.1485
PHAR,$8.0501
PHAT,$5.06
PHH,$7.69
PHIO,$1.30
PHLT,$2.77
PHUN,$3.13
PHVS,$15.01
PI,$100.45
PIII,$0.1851
PIIIW,$0.0141
PINC,$18.21
PITA,$0.3315
PITAW,$0.0111
PKBK,$18.85
PKOH,$24.03
PLAB,$21.71
PLAY,$19.295
PLBC,$44.07
PLBY,$1.34
PLCE,$7.94
PLL,$7.625
PLMK,$10.03
PLMKU,$10.11
PLMR,$127.56
PLPC,$120.52
PLRX,$1.62
PLRZ,$0.825
PLSE,$17.37
PLTK,$5.20
PLTR,$84.91
PLUG,$1.78
PLUR,$4.72
PLUS,$65.58
PLUT,$4.00
PLXS,$124.76
PLYA,$13.33
PMAX,$0.382
