ticket,price,market_cap,sector,industry,volume,pct_change
CYCU,$0.6501,6931645.00,Technology,EDP Services,702728,10.58%
CYCUW,$0.0185,197255.00,Technology,EDP Services,111,-11.483%
CYN,$1.20,17307937.00,Technology,EDP Services,316305,3.448%
CYPH,$0.6185,65848282.00,Health Care,Biotechnology: Pharmaceutical Preparations,1326569,3.342%
CYRX,$16.00,806437008.00,Health Care,Biotechnology: Pharmaceutical Preparations,1731310,0.756%
CYTK,$82.19,10227112517.00,Health Care,Biotechnology: Pharmaceutical Preparations,7164284,1.72%
CZFS,$73.82,354700376.00,Finance,Major Banks,83463,3.986%
CZNC,$23.49,420860605.00,Finance,Major Banks,462595,4.633%
CZR,$30.19,6149006517.00,Consumer Discretionary,Hotels/Resorts,5007726,-0.723%
CZWI,$23.54,227022396.00,Finance,Savings Institutions,369895,3.155%
DAAQ,$10.39,0.00,Finance,Blank Checks,722,0.096%
DAAQW,$0.4098,0.00,Finance,Blank Checks,100,-6.864%
DAIC,$1.64,1985028.00,Technology,EDP Services,139212,-9.392%
DAICW,$0.0189,22876.00,Technology,EDP Services,1818,-5.025%
DAIO,$3.76,35323027.00,Industrials,Electrical Products,30200,1.075%
DAKT,$19.53,943003003.00,Consumer Discretionary,Miscellaneous manufacturing industries,1928827,0.36%
DARE,$2.09,31307159.00,Health Care,Biotechnology: Pharmaceutical Preparations,109824,4.50%
DASH,$183.09,79775740811.00,Technology,EDP Services,7399183,3.493%
DAVE,$348.71,4468149555.00,Finance,Finance: Consumer Services,993569,8.043%
DAVEW,$1.95,24986068.00,Finance,Finance: Consumer Services,184174,18.902%
DBCA,$9.99,0.00,Finance,Blank Checks,130,0.00%
DBCAW,$0.36,0.00,Finance,Blank Checks,25490,-14.224%
DBGI,$0.7105,16331239.00,Consumer Discretionary,Clothing/Shoe/Accessory Stores,428929,2.304%
DBVT,$16.01,947927909.00,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),208761,-0.062%
DBX,$26.64,6215129289.00,Technology,Computer Software: Prepackaged Software,5701229,6.22%
DCBO,$17.52,450302894.00,Technology,Computer Software: Prepackaged Software,81538,3.853%
DCGO,$0.49,48401422.00,Health Care,Medical/Nursing Services,10904466,6.522%
DCOY,$5.518,2935399.00,Health Care,Biotechnology: Pharmaceutical Preparations,5230,-6.759%
DCTH,$12.94,446710112.00,Health Care,Medical/Dental Instruments,1410419,5.032%
DCX,$1.03,20419710.00,Industrials,Auto Manufacturing,351888,0.98%
DDI,$11.45,567386888.00,Technology,EDP Services,69332,1.507%
DDOG,$239.77,85348574517.00,Technology,Computer Software: Prepackaged Software,9628014,8.523%
DEFT,$0.485,188129555.00,Finance,Finance: Consumer Services,2073970,-4.734%
DERM,$6.62,182278701.00,Health Care,Biotechnology: Pharmaceutical Preparations,2134633,6.431%
DETX,$4.0099,22687778.00,Telecommunications,Telecommunications Equipment,19649,-0.002%
DFDV,$2.73,82222700.00,Finance,Finance: Consumer Services,1131472,10.526%
DFDVW,$0.2601,7833745.00,,,4405,-7.074%
DFLI,$1.93,24733606.00,Miscellaneous,Industrial Machinery/Components,303595,6.044%
DFLIW,$0.0366,469041.00,Miscellaneous,Industrial Machinery/Components,8637,10.909%
DFNS,$0.1705,16168937.00,Consumer Discretionary,Professional Services,2309686,-4.213%
DFNSW,$0.0675,6401192.00,Consumer Discretionary,Professional Services,41815,-1.171%
DFSC,$2.15,4286296.00,Technology,Computer Software: Prepackaged Software,130488,-0.922%
DFSCW,$0.0399,79546.00,Technology,Computer Software: Prepackaged Software,8429,59.60%
DFTX,$44.95,4902551896.00,Health Care," Medicinal Chemicals and Botanical Products ",12213846,0.357%
DGICA,$18.71,693198072.00,Finance,Property-Casualty Insurers,819928,3.657%
DGICB,$24.00,889190472.00,Finance,Property-Casualty Insurers,408,0.00%
DGII,$70.55,2659890139.00,Telecommunications,Computer Communications Equipment,1637268,1.995%
DGNX,$0.8832,25701951.00,Technology,EDP Services,365576,3.906%
DGXX,$5.55,387431342.00,Finance,Finance: Consumer Services,4483661,-4.145%
DH,$0.66,94874717.00,Technology,Computer Software: Prepackaged Software,4199325,5.096%
DHC,$9.49,2297594728.00,Real Estate,Real Estate Investment Trusts,5361973,0.636%
DHCNI,$17.85,4309246272.00,Real Estate,Real Estate Investment Trusts,27298,-0.446%
DHCNL,$18.20,4393741297.00,Real Estate,Real Estate Investment Trusts,29114,-1.913%
DIBS,$5.23,184794263.00,Consumer Discretionary,Catalog/Specialty Distribution,2953363,14.192%
DIOD,$104.14,4784684599.00,Technology,Semiconductors,2875850,-9.42%
DJCO,$574.44,791418626.00,Consumer Discretionary,Newspapers/Magazines,76278,4.781%
DJT,$7.42,2054997404.00,Technology,Computer Software: Programming Data Processing,24530296,5.099%
DJTWW,$3.15,872404558.00,Technology,Computer Software: Programming Data Processing,15065,0.639%
DKI,$4.63,9618617.00,Technology,Computer Software: Prepackaged Software,53438,-2.321%
DKNG,$25.70,12750510597.00,Consumer Discretionary,Services-Misc. Amusement & Recreation,16724430,11.255%
DLHC,$5.26,76233364.00,Consumer Discretionary,Professional Services,208519,-4.364%
DLO,$12.69,3742686522.00,Consumer Discretionary,Business Services,13823877,2.836%
DLPN,$1.1368,14798034.00,Consumer Discretionary,Other Consumer Services,2690,-0.281%
DLTH,$4.23,160748760.00,Consumer Discretionary,Clothing/Shoe/Accessory Stores,152522,-2.535%
DLTR,$123.87,23804666216.00,Consumer Discretionary,Department/Specialty Retail Stores,5073643,4.788%
DLXY,$0.4878,7975530.00,Energy,Oil Refining/Marketing,475010,-0.449%
DMAA,$10.64,0.00,,,92418,0.00%
DMAAR,$0.105,0.00,Finance,Blank Checks,124,5.00%
DMAC,$6.55,352935910.00,Health Care,Biotechnology: Pharmaceutical Preparations,962884,6.504%
DMII,$10.05,0.00,Finance,Blank Checks,5036,-0.199%
DMIIR,$0.0874,0.00,Finance,Blank Checks,603,21.053%
DMIIU,$10.16,0.00,,,110,-0.001%
DMLP,$25.63,1236787184.00,Energy,Oil & Gas Production,48041,0.235%
DMRA,$25.36,1560989000.00,Health Care,Biotechnology: Pharmaceutical Preparations,8623787,12.362%
DMRC,$7.68,171473741.00,Technology,EDP Services,385264,6.519%
DNLI,$25.57,4058207975.00,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),6526973,3.397%
DNMX,$10.00,0.00,Finance,Blank Checks,3428,0.00%
DNMXW,$0.3051,0.00,Finance,Blank Checks,5,0.00%
DNTH,$95.35,5212425317.00,Health Care,Biotechnology: Pharmaceutical Preparations,5658872,4.128%
DNUT,$3.54,610296000.00,Consumer Staples,Food Chains,3133993,-0.562%
DOCU,$45.21,8632605728.00,Technology,Computer Software: Prepackaged Software,8406072,6.477%
DOGZ,$1.13,16397044.00,Consumer Discretionary,Miscellaneous manufacturing industries,17708,2.727%
DOMH,$2.93,66258378.00,Health Care,Biotechnology: Pharmaceutical Preparations,53072,3.901%
DOMO,$2.94,132742655.00,Technology,Computer Software: Prepackaged Software,5384536,20.492%
DOO,$62.32,4602122169.00,Consumer Discretionary,Industrial Specialties,126611,0.112%
DORM,$134.69,4024912850.00,Consumer Discretionary,Auto Parts:O.E.M.,1071032,0.238%
DOX,$51.97,5610137542.00,Technology,EDP Services,3282501,4.211%
DOYU,$4.59,138520963.00,Technology,Computer Software: Programming Data Processing,49854,-0.217%
DPRO,$5.02,183209614.00,Industrials,Aerospace,801624,2.033%
DPZ,$298.18,9918024397.00,Consumer Discretionary,Food Distributors,1565708,4.463%
DRCT,$2.65,2071481.00,Consumer Discretionary,Advertising,12991,2.317%
DRDB,$10.53,0.00,,,32870,0.00%
DRDBW,$0.2493,0.00,,,748,-4.078%
DRH,$12.47,2549997670.00,Real Estate,Real Estate Investment Trusts,7354997,0.483%
DRIO,$7.03,51406158.00,Health Care,Medical/Dental Instruments,43480,14.309%
DRMA,$1.29,5188564.00,Health Care,Biotechnology: Pharmaceutical Preparations,263595,10.256%
DRS,$42.48,11332053456.00,Industrials,Industrial Machinery/Components,2437746,-4.238%
DRTS,$10.88,957545939.00,Health Care,Medical/Dental Instruments,491766,-2.596%
DRTSW,$2.10,184820448.00,Health Care,Medical/Dental Instruments,60101,-8.297%
DRUG,$65.79,645535493.00,Health Care,Biotechnology: Pharmaceutical Preparations,365198,3.378%
DRVN,$14.07,2320930413.00,Consumer Discretionary,Automotive Aftermarket,2323414,3.914%
DSAC,$10.12,0.00,Finance,Blank Checks,1324,0.747%
DSACU,$10.34,0.00,Finance,Blank Checks,2,0.00%
DSACW,$0.48,0.00,Finance,Blank Checks,50,0.00%
DSC,$7.25,2644803371.00,Technology,Computer Software: Programming Data Processing,132674,-19.978%
DSGN,$13.35,833800603.00,Health Care,Biotechnology: Pharmaceutical Preparations,2909265,-0.67%
DSGR,$27.82,1285149490.00,Consumer Discretionary,Industrial Specialties,169175,1.867%
DSGX,$70.53,6043774028.00,Technology,Computer Software: Prepackaged Software,804732,6.204%
DSP,$11.79,772644940.00,Technology,Computer Software: Programming Data Processing,640813,7.279%
DSWL,$3.77,60075851.00,Industrials,Plastic Products,9401,2.725%
DSY,$2.79,13257723.00,Consumer Discretionary,Containers/Packaging,71801,0.00%
DSYWW,$0.0271,128776.00,Consumer Discretionary,Containers/Packaging,9721,44.92%
DTCX,$1.89,73471153.00,Technology,EDP Services,414379,-0.526%
DTI,$1.96,68872624.00,Consumer Discretionary,Oil and Gas Field Machinery,318255,1.292%
DTIL,$7.29,188098381.00,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),3340834,8.00%
DTSQ,$11.31,0.00,,,10,0.00%
DTSQU,$11.31,0.00,,,51,0.00%
DTSS,$0.7521,7857304.00,Technology,Computer Software: Prepackaged Software,61378,3.027%
DTST,$3.35,7259912.00,Technology,EDP Services,18621,-1.76%
DUKR,$5.43,18505315.00,Industrials,Aerospace,27713,-4.904%
DUKRW,$1.23,4191812.00,Industrials,Aerospace,2236,6.957%
DUO,$0.6663,25684808.00,Finance,Real Estate,69846,-2.417%
DUOL,$121.49,5660597784.00,Technology,Computer Software: Prepackaged Software,2307233,1.292%
DUOT,$11.46,337075226.00,Technology,Computer Software: Prepackaged Software,3792030,4.945%
DVLT,$0.3342,285928819.00,Technology,Semiconductors,12730891,-0.684%
DWSN,$5.33,165511637.00,Energy,Oil & Gas Production,232617,9.897%
DWTX,$1.65,55488762.00,Health Care,Biotechnology: Pharmaceutical Preparations,205737,11.486%
DXCM,$70.14,27065130607.00,Health Care,Medical/Dental Instruments,6872596,2.17%
DXLG,$0.6628,36635005.00,Consumer Discretionary,Clothing/Shoe/Accessory Stores,111482,1.969%
DXPE,$163.36,2532947768.00,Industrials,Industrial Machinery/Components,428663,-2.174%
DXR,$10.0236,58520022.00,Health Care,Medical/Dental Instruments,1854,-2.872%
DXST,$1.97,3575753.00,Industrials,Miscellaneous,55183,6.486%
DYAI,$0.801,29187401.00,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),395429,8.097%
DYN,$20.94,3461670888.00,Health Care,Biotechnology: Pharmaceutical Preparations,5436329,1.601%
DYNC,$10.77,0.00,,,13701,-0.093%
DYNCU,$10.88,0.00,,,1921,0.092%
DYNCW,$0.14,0.00,,,12458,-12.50%
DYOR,$10.05,0.00,Finance,Blank Checks,104,0.00%
EA,$205.25,51466742091.00,Consumer Discretionary,Services-Misc. Amusement & Recreation,3121762,0.254%
EBAY,$107.87,48003356094.00,Consumer Discretionary,Business Services,5497319,-0.12%
EBC,$22.09,5105951057.00,Finance,Savings Institutions,7066984,1.098%
EBMT,$23.88,190214492.00,Finance,Major Banks,450335,1.964%
EBON,$1.84,12040846.00,Technology,Semiconductors,23527,-18.222%
ECBK,$19.59,171490272.00,Finance,Banks,108451,1.555%
ECHO,$97.30,28198852382.00,Consumer Discretionary,Telecommunications Equipment,24495898,0.113%
ECOR,$7.84,65038343.00,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,64462,9.04%
ECPG,$90.62,1942930135.00,Finance,Finance Companies,665902,3.708%
ECX,$1.17,445840181.00,Technology,EDP Services,884783,1.739%
EDBL,$0.1574,860870.00,Consumer Staples,Farming/Seeds/Milling,939464,-2.84%
EDBLW,$0.04,218773.00,Consumer Staples,Farming/Seeds/Milling,13117,2.564%
EDHL,$4.20,6998355.00,Consumer Discretionary,Advertising,11353,-4.11%
EDIT,$2.85,279032904.00,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),6394425,4.015%
EDRY,$22.01,63620939.00,Consumer Discretionary,Marine Transportation,29585,-4.096%
EDSA,$8.19,72825079.00,Health Care,Biotechnology: Pharmaceutical Preparations,67965,9.639%
EDTK,$0.983,15658650.00,Real Estate,Other Consumer Services,1889,1.76%
EDUC,$1.54,13107501.00,Consumer Discretionary,Consumer Specialties,9399,0.00%
EEFT,$70.43,2681628870.00,Finance,Investment Bankers/Brokers/Service,919654,5.025%
EEIQ,$3.01,4956335.00,Real Estate,Other Consumer Services,6712,-1.954%
EFOI,$2.96,18658162.00,Consumer Discretionary,Building Products,15446,5.338%
EFSC,$66.86,2446126922.00,Finance,Major Banks,1176827,2.045%
EFSCP,$20.06,733911248.00,Finance,Major Banks,15,0.00%
EFSI,$41.26,223314634.00,Finance,Major Banks,289247,-0.889%
EGAN,$6.48,177876525.00,Technology,Computer Software: Prepackaged Software,582414,6.056%
EGBN,$29.13,888337294.00,Finance,Major Banks,1259326,2.498%
EH,$6.13,441267180.00,Industrials,Aerospace,1070498,-2.853%
EHGO,$3.87,7827497.00,Consumer Discretionary,Diversified Commercial Services,1063020,-15.317%
EHLD,$7.95,22392089.00,Consumer Discretionary,Marine Transportation,1529,0.633%
EHTH,$1.52,48246347.00,Finance,Specialty Insurers,3108388,-4.702%
EIKN,$11.45,619887291.00,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),3172888,16.244%
EJH,$1.65,5280254.00,Consumer Discretionary,Other Consumer Services,8010,1.227%
ELAB,$1.14,5179876.00,Health Care,Biotechnology: Pharmaceutical Preparations,319364,-1.724%
ELBM,$0.5197,53912811.00,Miscellaneous,Industrial Machinery/Components,524126,-0.058%
ELDN,$3.78,291769971.00,Health Care,Biotechnology: Pharmaceutical Preparations,6115887,3.562%
ELE,$16.32,1050731050.00,Basic Materials,Precious Metals,5214693,7.652%
ELMT,$18.96,568418202.00,Industrials,Metal Fabrications,1767636,1.499%
ELOG,$0.8816,10594187.00,Industrials,Integrated Freight & Logistics,1902,1.333%
ELOX,$12.045,0.00,,,28355,2.511%
ELPW,$0.9013,1286429.00,Miscellaneous,Industrial Machinery/Components,282148,-9.87%
ELSE,$7.65,27023036.00,Industrials,Industrial Machinery/Components,7327,-0.261%
ELTK,$9.30,62494391.00,Technology,Electrical Products,606,1.428%
ELTX,$4.00,76344324.00,Health Care,Biotechnology: Pharmaceutical Preparations,2188602,6.667%
ELUT,$0.999,44164028.00,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),91818,5.369%
ELVA,$9.76,483193005.00,,,397935,0.931%
ELVN,$50.08,3050119696.00,Health Care,Biotechnology: Pharmaceutical Preparations,6636539,1.954%
ELVR,$66.38,1124322999.00,Industrials,Mining & Quarrying of Nonmetallic Minerals (No Fuels),79428,-3.657%
ELWT,$6.57,43492060.00,Consumer Discretionary,Telecommunications Equipment,210437,7.003%
EMAT,$7.06,4189049955.00,Miscellaneous,Industrial Machinery/Components,99976,2.766%
EMBC,$3.49,207053593.00,Health Care,Medical/Dental Instruments,6217839,12.219%
EMIS,$10.15,0.00,Health Care,Biotechnology: Pharmaceutical Preparations,1,0.00%
EML,$24.34,146792447.00,Consumer Discretionary,Industrial Machinery/Components,635672,1.038%
EMPD,$3.60,101196400.00,Industrials,Auto Manufacturing,265028,5.882%
ENGN,$1.75,117231566.00,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),1242411,-1.13%
ENGNW,$0.29,19426945.00,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),501,3.645%
ENGS,$2.55,79696211.00,Industrials,Engineering & Construction,443465,-2.299%
ENLT,$86.44,12053544546.00,Utilities,Electric Utilities: Central,227738,-2.228%
ENLV,$0.57,137397773.00,Health Care,Biotechnology: Pharmaceutical Preparations,218232,-1.809%
ENPH,$47.58,6270959308.00,Technology,Semiconductors,8118087,0.784%
ENRD,$7.625,1099261724.00,Technology,EDP Services,47266,17.308%
ENRDW,$0.6099,87926521.00,Technology,EDP Services,111507,3.373%
ENSC,$0.3009,4623488.00,Health Care,Biotechnology: Pharmaceutical Preparations,2243205,6.325%
ENSG,$163.05,9529522470.00,Health Care,Hospital/Nursing Management,8088010,-1.623%
ENTA,$14.00,407097320.00,Health Care,Biotechnology: Pharmaceutical Preparations,938129,4.089%
ENTG,$161.43,24618075000.00,Industrials,Plastic Products,4976270,-8.424%
ENTX,$1.63,80343081.00,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),417580,12.414%
ENVB,$1.415,5700295.00,Health Care,Biotechnology: Pharmaceutical Preparations,213450,10.547%
ENVX,$5.95,1298012968.00,Miscellaneous,Industrial Machinery/Components,8172244,-1.653%
EOLS,$7.13,469544375.00,Health Care,Biotechnology: Pharmaceutical Preparations,2075340,-0.28%
EOSE,$5.93,2013318180.00,Miscellaneous,Industrial Machinery/Components,21692044,-2.627%
EPOW,$0.6258,24236765.00,Consumer Discretionary,Business Services,102532,-2.066%
EPRX,$6.60,431157850.00,Health Care,Pharmaceuticals and Biotechnology,794310,2.964%
EPSM,$1.30,17469444.00,Consumer Staples,Beverages (Production/Distribution),26639,-0.763%
EPSN,$5.42,163947504.00,Energy,Oil & Gas Production,479538,3.633%
EQ,$3.05,192840996.00,Health Care,Biotechnology: Pharmaceutical Preparations,417658,3.39%
EQIX,$1091.30,107628641842.00,Real Estate,Real Estate Investment Trusts,762316,0.339%
EQPT,$20.48,5168641987.00,Consumer Discretionary,Diversified Commercial Services,5412961,4.012%
ERAS,$16.01,4978862517.00,Health Care,Biotechnology: Pharmaceutical Preparations,18335449,7.09%
ERIC,$10.96,36950015016.00,Technology,Radio And Television Broadcasting And Communications Equipment,7455748,-0.904%
ERIE,$238.71,11026399223.00,Finance,Specialty Insurers,310960,3.805%
ERII,$8.82,454629184.00,Technology,Industrial Machinery/Components,1590651,0.341%
ERNA,$6.97,8129341.00,Health Care,Biotechnology: Pharmaceutical Preparations,81279,-5.811%
ERNAW,$0.062,72313.00,,,106,0.00%
ESCA,$19.28,266161133.00,Consumer Discretionary,Recreational Games/Products/Toys,182582,4.669%
ESEA,$66.35,468157704.00,Consumer Discretionary,Marine Transportation,48785,-2.153%
ESLA,$0.9828,42294039.00,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),42093,3.453%
ESLT,$715.72,33287373527.00,Industrials,Military/Government/Technical,96556,-2.319%
ESOA,$18.94,353414320.00,Industrials,Water Sewer Pipeline Comm & Power Line Construction,579443,1.283%
ESPR,$3.17,816059256.00,Health Care,Biotechnology: Pharmaceutical Preparations,13995120,0.635%
ESQ,$118.47,1023513391.00,Finance,Commercial Banks,209147,1.989%
ESTA,$88.38,2601057868.00,Health Care,Industrial Specialties,5278897,-0.775%
ETON,$35.70,977907181.00,Health Care,Biotechnology: Pharmaceutical Preparations,1003549,2.527%
ETOR,$40.73,3280652143.00,Finance,Investment Bankers/Brokers/Service,1369766,6.987%
ETS,$0.7025,34223462.00,Industrials,Trucking Freight/Courier Services,52798,-2.063%
EU,$1.35,262214555.00,Basic Materials,Other Metals and Minerals,5846845,1.504%
EUDA,$15.21,45543683.00,Health Care,Medical/Nursing Services,4672,4.249%
EUDAW,$0.0347,103903.00,Health Care,Medical/Nursing Services,387,0.00%
EURK,$11.99,0.00,,,290,-0.083%
EURKR,$0.35,0.00,,,11,0.00%
EVAX,$3.09,25771264.00,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),38862,-1.592%
EVCM,$9.31,1647411026.00,Technology,Computer Software: Prepackaged Software,359115,6.522%
EVER,$23.20,820660050.00,Technology,Computer Software: Programming Data Processing,2639322,6.912%
EVGN,$0.3889,4707423.00,Industrials,Agricultural Chemicals,307414,-2.311%
EVGO,$1.76,552392482.00,Technology,EDP Services,7424913,-0.565%
EVGOW,$0.0052,1632069.00,Technology,EDP Services,1274190,-37.349%
EVLV,$5.44,978500470.00,Technology,Computer peripheral equipment,5716842,4.015%
EVLVW,$0.0199,3579441.00,Technology,Computer peripheral equipment,198,0.00%
EVO,$2.74,243018878.00,Health Care,Biotechnology: Pharmaceutical Preparations,17293,1.107%
EVOX,$10.02,0.00,Finance,Blank Checks,1,0.00%
EVOXU,$10.18,0.00,Finance,Blank Checks,152,0.00%
EVRG,$87.21,20103040910.00,Utilities,Power Generation,2727144,0.635%
EVTV,$1.47,19008157.00,Consumer Discretionary,Auto Parts:O.E.M.,130016,1.379%
EWBC,$129.47,17736906041.00,Finance,Major Banks,1429956,-0.591%
EWTX,$41.46,4460806029.00,Health Care,Biotechnology: Pharmaceutical Preparations,2810795,-0.552%
EXC,$47.40,48500065931.00,Utilities,Power Generation,15024671,1.39%
EXE,$88.47,21164576271.00,Energy,Oil & Gas Production,4916605,0.034%
EXEL,$54.77,13766717896.00,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),6931650,2.893%
EXFY,$1.62,156229753.00,Technology,Computer Software: Prepackaged Software,6925319,14.894%
EXLS,$26.00,3972356206.00,Consumer Discretionary,Business Services,11180887,3.093%
EXOZ,$8.03,68401556.00,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),8488,8.514%
EXPE,$262.80,31541801836.00,Consumer Discretionary,Transportation Services,2154170,4.722%
EXPO,$60.83,2950962392.00,Consumer Discretionary,Professional Services,1264864,4.879%
EXTR,$31.74,4150896513.00,Telecommunications,Computer Communications Equipment,7147730,2.519%
EXYN,$4.86,37120272.00,Technology,Computer Software: Prepackaged Software,68963,-8.475%
EXYNW,$0.89,6797745.00,Technology,Computer Software: Prepackaged Software,570,-10.092%
EYE,$18.86,1511000302.00,Health Care,Ophthalmic Goods,3523990,4.545%
EYPT,$13.66,1145272131.00,Industrials,Biotechnology: Laboratory Analytical Instruments,3554623,-0.365%
EZGO,$1.32,3043787.00,Consumer Discretionary,Motor Vehicles,57596,-1.493%
EZPW,$32.52,2001150005.00,Consumer Discretionary,Other Specialty Stores,1322672,-2.284%
EZRA,$3.43,1906271.00,Finance,Specialty Insurers,19807,3.313%
FA,$17.82,3056790178.00,Technology,EDP Services,3809474,6.325%
FABC,$3.13,15199527.00,Consumer Discretionary,Telecommunications Equipment,200831,1.294%
FAC,$11.415,1221670342.00,Miscellaneous,Industrial Machinery/Components,119648,3.867%
FACT,$10.665,0.00,,,1336,0.141%
FACTW,$0.65,0.00,Finance,Blank Checks,684,16.071%
FACWW,$1.45,155183705.00,Miscellaneous,Industrial Machinery/Components,96618,17.886%
FAMI,$1.22,16917156.00,Consumer Staples,Packaged Foods,855148,-4.688%
FANG,$179.91,50611075263.00,Energy,Oil & Gas Production,3402117,-1.446%
FAST,$47.10,54072451373.00,Consumer Discretionary,RETAIL: Building Materials,14683300,0.384%
FATE,$2.10,244774291.00,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),15315711,12.299%
FATN,$6.04,84707787.00,Technology,Computer Software: Prepackaged Software,165043,7.665%
FBGL,$0.5299,7086505.00,Consumer Discretionary,Miscellaneous manufacturing industries,443,-0.282%
FBIO,$2.76,91684639.00,Health Care,Biotechnology: Pharmaceutical Preparations,1103751,-8.609%
FBIOP,$20.0501,666045716.00,Health Care,Biotechnology: Pharmaceutical Preparations,6195,-0.644%
FBIZ,$63.81,533589812.00,Finance,Major Banks,223860,1.414%
FBLA,$15.30,247270782.00,Finance,Banks,605154,2.685%
FBLG,$0.8261,4460206.00,Health Care,Biotechnology: Pharmaceutical Preparations,1098783,12.67%
FBNC,$63.53,2628579988.00,Finance,Major Banks,1033892,1.437%
FBRX,$21.03,430669522.00,Health Care,Biotechnology: Pharmaceutical Preparations,3079370,12.40%
FBYD,$16.03,1943512658.00,Consumer Discretionary,Services-Misc. Amusement & Recreation,1781681,-4.923%
FBYDW,$2.69,326141550.00,Consumer Discretionary,Services-Misc. Amusement & Recreation,30067,17.982%
FCAP,$66.11,221173054.00,Finance,Savings Institutions,61817,4.953%
FCBC,$45.15,851832814.00,Finance,Major Banks,397267,1.873%
FCCO,$33.13,311354415.00,Finance,Major Banks,601017,2.761%
FCEL,$24.00,1622596152.00,Energy,Industrial Machinery/Components,27123776,22.137%
FCFS,$212.45,9313104153.00,Consumer Discretionary,Other Specialty Stores,1262126,-2.196%
FCHL,$1.13,42689.00,Consumer Discretionary,Services-Misc. Amusement & Recreation,61052,-1.739%
FCNCA,$2078.93,24088507858.00,Finance,Major Banks,139580,-0.492%
FCNCN,$25.09,290717178.00,Finance,Major Banks,42946,0.40%
FCNCO,$20.3379,235654719.00,Finance,Major Banks,26646,-0.158%
FCNCP,$19.855,230059369.00,Finance,Major Banks,27995,0.278%
FCUV,$4.37,3071284.00,Industrials,Industrial Machinery/Components,486022,-8.193%
FDBC,$52.00,301869360.00,Finance,Major Banks,76303,2.686%
FDMT,$11.60,606404546.00,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),2021459,0.694%
FDSB,$16.14,84974776.00,Finance,Savings Institutions,5212,0.467%
FDUS,$18.78,712782956.00,Finance,Finance/Investors Services,430717,2.121%
FEAM,$1.36,56460703.00,Industrials,Mining & Quarrying of Nonmetallic Minerals (No Fuels),669604,3.817%
FEBO,$0.8529,9435206.00,Consumer Discretionary,Home Furnishings,2613,-6.48%
FEED,$0.5761,3509509.00,Health Care,Industrial Specialties,83304,1.337%
FEIM,$62.52,615317276.00,Industrials,Electrical Products,341307,-0.112%
FELE,$107.89,4766821010.00,Consumer Discretionary,Metal Fabrications,823457,-0.909%
FEMY,$3.80,11474229.00,Health Care,Medical/Dental Instruments,52583,5.556%
FENC,$11.02,380641820.00,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),1123348,4.455%
FER,$68.36,49182131927.00,Industrials,Military/Government/Technical,1965113,-2.621%
FERA,$10.43,0.00,,,32,0.00%
FERAR,$0.33,0.00,,,29310,5.566%
FFAI,$0.24,72936995.00,Industrials,Auto Manufacturing,33523305,1.138%
FFAIW,$0.012,3646850.00,Industrials,Auto Manufacturing,229324,-7.692%
FFBC,$33.78,3544514254.00,Finance,Major Banks,3394394,0.866%
FFIN,$35.24,5049255213.00,Finance,Major Banks,4501263,0.859%
FFIV,$394.53,22259085519.00,Telecommunications,Computer Communications Equipment,804512,2.207%
FGBI,$10.72,176496739.00,Finance,Savings Institutions,810382,10.515%
FGBIP,$19.70,324345686.00,Finance,Savings Institutions,844,-1.352%
FGI,$4.18,8072713.00,Industrials,Industrial Specialties,22886,0.723%
FGII,$9.95,0.00,Finance,Blank Checks,7104,0.201%
FGIIW,$0.2152,0.00,Finance,Blank Checks,6841,-3.107%
FGL,$1.37,1569554.00,Consumer Discretionary,Engineering & Construction,27411,-4.196%
FGMC,$10.20,104452060.00,,,17444,0.493%
FGMCR,$0.99,0.00,,,7191,3.104%
FGMCU,$12.00,0.00,,,444,1.695%
FGNX,$5.70,32697588.00,Finance,Property-Casualty Insurers,205146,4.587%
FGNXP,$25.7499,147712216.00,Finance,Property-Casualty Insurers,46,0.00%
FHB,$29.55,3594727152.00,Finance,Major Banks,2756208,0.853%
FHTX,$4.22,247772751.00,Health Care,Biotechnology: Pharmaceutical Preparations,1225341,4.715%
FIBK,$38.63,3752629416.00,Finance,Major Banks,2415043,0.494%
FIEE,$4.5934,39175262.00,Utilities,Telecommunications Equipment,929,8.591%
FIGR,$26.86,5923054281.00,Finance,Finance: Consumer Services,9749170,-0.186%
FIGX,$10.22,0.00,,,28187,0.00%
